product_id;plan_code;product_name;product_type;tech_assumption_id;ri_rates_id;wop_rates_id
1;EDB;Universal Life;Education;1;1;1
2;EDM;Universal Life;Education;2;1;1
3;EDU;Universal Life;Education;3;1;1
4;OLB;Universal Life;Retirement;4;1;1
5;OLF;Universal Life;Retirement;5;1;1
6;OLG;Universal Life;Retirement;6;1;1
7;OLM;Universal Life;Retirement;7;1;1
